,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
10304,Embraer E190,44329.15382,146137.2103,108810.0225,20%-35% of MAC,710.9957441,187.1844001,259181.2764,57,34922.63523,25256,525,Turboprop,25.52774538
10305,Airbus A380,168981.4964,781838.7369,270855.944,35%-45% of MAC,973.9843044,69.42234641,258038.3552,120,73619.91882,29208,471,Piston,61.7514129
10306,Beechcraft King Air 350,150336.1381,751581.1687,468821.3113,20%-40% of MAC,311.1899822,49.53302358,229854.977,363,93804.62028,47019,625,Piston,77.43392574
10307,Cessna 172,165091.4925,787495.1548,784869.1086,20%-35% of MAC,767.8241111,116.5947645,398212.1085,212,66916.57519,26314,594,Turbofan,58.4699394
10308,Boeing 777,222992.2808,941933.4412,365322.2369,20%-35% of MAC,390.3571374,194.0907859,28881.93898,433,62533.73353,33610,494,Piston,41.57754747
10309,Boeing 747-8,60779.29554,159581.993,150710.9294,20%-35% of MAC,333.150142,34.0642473,32518.78413,54,87876.48828,29532,530,Piston,23.96146569
10310,Cessna 172,94089.41156,347707.2543,205077.5657,25%-35% of MAC,729.0915196,117.5788497,283927.9792,243,70193.40314,52898,419,Piston,97.90891461
10311,Boeing 747-8,98544.00305,326932.0137,310039.3952,20%-40% of MAC,400.0907889,95.90295871,43071.28012,224,72795.93099,59218,678,Turbofan,14.76933842
10312,Embraer E190,235393.6083,860099.9231,257601.5134,20%-35% of MAC,355.4981095,55.67771517,151302.6268,60,88818.02416,49262,482,Piston,95.5662276
10313,Bombardier Global 6000,7701.591464,32709.94569,28734.66397,15%-30% of MAC,826.6768385,90.17927686,247209.5479,489,38492.83186,40845,609,Piston,52.88135229
10314,Airbus A380,167547.3807,188626.6939,178447.5212,35%-45% of MAC,708.9480214,105.8093232,284050.8483,289,12500.92457,20226,505,Turboprop,67.23716356
10315,Boeing 747-8,157008.4029,590685.5811,455360.26,20%-40% of MAC,717.6080952,135.939062,130888.8342,458,74062.47335,55895,496,Turboprop,60.60520301
10316,Boeing 737-800,236817.9885,784230.6434,775990.1227,20%-40% of MAC,966.0708173,175.1280446,330826.5392,267,80632.09593,42163,529,Turboprop,98.20296129
10317,Bombardier Global 6000,85173.53751,201448.5882,134160.6197,15%-30% of MAC,905.2099911,127.5805621,330075.7494,99,77024.04514,48365,479,Turboprop,44.56961835
10318,Boeing 747-8,1655.282243,4226.720202,2229.374832,20%-35% of MAC,284.5777957,93.83786688,16634.93528,499,12877.95673,55769,531,Turbofan,74.19292664
10319,Beechcraft King Air 350,299197.4993,714451.4119,712512.2384,20%-40% of MAC,279.3072527,190.5571404,210534.3595,215,83927.25975,37183,615,Turbofan,25.47742487
10320,Cessna 172,179266.1624,255867.4664,234637.8465,20%-40% of MAC,746.0366136,178.1290889,194938.4234,366,55623.51216,58509,409,Turbofan,48.59632351
10321,Gulfstream G650,226619.8511,646284.4446,407152.1707,15%-30% of MAC,668.517982,28.44294039,468612.1081,235,4961.954812,38862,402,Turbofan,41.61361686
10322,Boeing 747-8,140111.2688,556276.4795,468512.0079,20%-40% of MAC,628.4276019,188.5593386,211847.6813,369,33298.15968,42712,608,Piston,21.7340388
10323,Airbus A380,113718.4639,424584.9084,278687.4138,25%-35% of MAC,723.9361715,180.9608466,369083.1981,198,80744.43571,24991,560,Piston,47.32346923
10324,Boeing 737-800,51728.57654,96583.96122,87779.35179,20%-35% of MAC,217.0780993,64.68018769,279613.3156,200,12015.41258,46389,648,Piston,96.45842527
10325,Boeing 747-8,174485.0171,338435.6953,294301.1318,35%-45% of MAC,518.7165842,60.06230979,497264.4789,499,28169.01909,52090,627,Piston,45.15997187
10326,Embraer E190,249723.3525,1076030.653,361134.9908,20%-40% of MAC,967.6751905,146.4356061,444677.0178,466,59685.42515,44444,432,Turbofan,96.72983377
10327,Boeing 737-800,44348.856,154944.7447,117109.6583,15%-30% of MAC,966.1483294,151.773978,143933.3659,236,85026.5983,52605,495,Piston,95.72167556
10328,Airbus A380,104945.8002,436680.7424,297980.8554,35%-45% of MAC,558.9646726,125.9437553,437261.7037,463,85862.78521,43200,631,Turbofan,75.25109542
10329,Boeing 737-800,83243.20982,296704.0234,242584.8032,15%-30% of MAC,243.1571904,191.392621,193476.6876,194,65397.36667,31983,516,Turbofan,40.61484163
10330,Airbus A320,26877.68459,75683.09554,51426.72832,15%-30% of MAC,741.4811657,27.56783386,84203.12336,50,38369.30596,42479,414,Turbofan,61.49941073
10331,Boeing 747-8,108267.7445,181601.6477,146006.5634,25%-35% of MAC,892.1213366,89.98984717,30042.52513,293,90508.95371,52912,552,Turboprop,29.7556789
10332,Bombardier Global 6000,137448.5015,677955.8321,331286.0812,20%-35% of MAC,335.3135736,42.90280126,434826.5155,199,95919.39142,33441,517,Piston,43.19779168
10333,Bombardier Global 6000,211969.3887,1032637.787,306337.3013,25%-35% of MAC,358.0330155,128.6978647,31190.71355,492,14836.64848,32344,506,Piston,19.32726665
10334,Bombardier Global 6000,172526.6825,439032.8242,216536.563,15%-30% of MAC,666.3293363,54.28905051,176557.0278,262,58994.18152,38195,489,Turbofan,64.18649697
10335,Boeing 777,259731.0002,1262284.056,327538.4779,25%-35% of MAC,260.7814479,69.84271336,287457.7205,477,21496.39892,23957,650,Turboprop,19.74299371
10336,Airbus A320,250727.6777,1012155.159,280951.1169,15%-30% of MAC,594.8683155,199.6383983,120342.9611,251,71715.46881,31729,541,Piston,22.31700798
10337,Boeing 747-8,68409.45514,277144.8866,105059.2103,20%-40% of MAC,759.2751242,34.9388477,54101.01409,208,52459.95389,43646,462,Piston,46.89906557
10338,Cessna 172,109761.7098,124539.5267,115607.9833,20%-40% of MAC,632.9138468,160.8656852,5536.740463,146,66705.27024,56417,643,Turboprop,65.35252684
10339,Boeing 777,137133.5121,190303.8193,140254.4685,20%-40% of MAC,751.8794887,186.9327089,156766.9646,382,78073.59397,26064,410,Turboprop,97.76539239
10340,Embraer E190,224391.2559,1078351.397,683620.5887,20%-40% of MAC,285.2961036,196.7499758,218714.8569,406,53331.91735,55783,530,Piston,31.52068513
10341,Airbus A320,132714.6969,330889.6261,225098.2591,20%-35% of MAC,231.5549717,147.7678281,336230.8255,325,49460.3127,21834,481,Piston,49.17602602
10342,Bombardier Global 6000,275979.9267,1097670.678,917834.843,15%-30% of MAC,597.197744,42.15599396,381171.5176,129,41171.16675,31451,635,Piston,41.81350859
10343,Beechcraft King Air 350,193876.0781,283142.1016,231344.259,20%-40% of MAC,536.830765,134.4220716,295586.1353,345,51498.49504,32790,497,Piston,94.46080343
10344,Bombardier Global 6000,235143.572,636998.1228,535132.8091,35%-45% of MAC,890.2789059,197.9519912,179474.5162,163,38128.90921,43597,478,Turbofan,98.25181886
10345,Boeing 737-800,69874.78242,303930.3543,153780.5395,20%-35% of MAC,283.0406212,88.50688334,65048.03738,116,29148.34969,24804,620,Piston,31.97579748
10346,Boeing 777,134855.1512,144013.062,136207.1111,35%-45% of MAC,471.9334875,116.7790018,154375.851,366,50026.85126,56636,700,Turboprop,54.9018917
10347,Airbus A320,294067.8574,980884.5018,924132.5828,20%-40% of MAC,664.4618904,35.2605994,375060.1984,91,36936.54466,26679,417,Turbofan,11.72562934
10348,Boeing 747-8,87957.5856,312894.0444,309638.3271,25%-35% of MAC,469.2328406,139.3466615,22757.0443,111,87551.69118,49459,688,Turbofan,40.97265595
10349,Boeing 777,17063.28785,72042.46265,53156.03056,25%-35% of MAC,710.9282664,149.8602244,28336.05872,55,51312.38324,39549,608,Turboprop,54.23485864
10350,Boeing 737-800,240928.3893,637578.3632,298310.3863,20%-40% of MAC,642.8563921,88.31758436,431475.2822,241,93042.65088,20695,411,Turboprop,56.37318159
10351,Boeing 737-800,76668.29824,80150.46619,79152.53368,20%-40% of MAC,457.8048348,54.89470057,102157.8811,468,95905.4392,33307,451,Turboprop,56.71808503
10352,Gulfstream G650,59097.87827,205401.1951,191404.7188,20%-40% of MAC,943.1995807,88.57611477,351458.0062,181,69129.24419,20685,637,Turbofan,43.95962397
10353,Embraer E190,57915.28274,221027.7343,135739.4366,15%-30% of MAC,574.0257288,56.08562282,67940.75531,84,3008.286222,52518,593,Turboprop,63.65706918
10354,Beechcraft King Air 350,149931.528,538847.4266,337024.8316,25%-35% of MAC,834.0643064,135.569117,40164.65309,484,52930.74383,51082,696,Turboprop,95.48078799
10355,Beechcraft King Air 350,51101.23937,217382.7473,51456.87555,20%-35% of MAC,799.115587,154.8648581,429023.4431,60,13314.98957,43565,611,Turboprop,65.58129931
10356,Airbus A380,293015.6502,486242.8519,408861.3239,20%-40% of MAC,913.6704524,184.7121339,249212.0263,441,69526.29254,58790,409,Turbofan,77.96295407
10357,Cessna 172,267942.9335,1046113.042,457781.0685,20%-40% of MAC,207.7499995,168.2256884,297769.2827,96,28772.04861,30539,475,Turboprop,68.56456632
10358,Cessna 172,275478.0456,567524.5695,366672.7028,20%-35% of MAC,870.7699261,85.16678861,429667.4679,261,20780.80203,40135,524,Turboprop,98.12123786
10359,Airbus A320,197908.046,772158.8853,465375.6048,20%-40% of MAC,400.7831358,52.31943788,96024.79413,354,87124.10519,41068,643,Turbofan,18.5906665
10360,Cessna 172,164678.4891,259192.4252,221216.6058,20%-35% of MAC,279.2589461,143.8408657,236478.8199,352,49525.5159,25415,419,Piston,37.94190264
10361,Airbus A320,9910.736441,12902.97641,10168.44225,35%-45% of MAC,621.472362,112.3210823,127701.351,474,60773.10293,21049,515,Turboprop,31.71001058
10362,Boeing 747-8,92644.22618,278354.3875,145495.3568,20%-40% of MAC,792.4142779,70.63386649,468863.7909,423,50018.94645,42416,588,Turboprop,12.42046689
10363,Bombardier Global 6000,143901.337,343300.0564,336149.7577,20%-40% of MAC,553.6826442,170.1540406,248644.3078,450,38527.57945,53744,512,Piston,21.05999793
10364,Cessna 172,278511.5883,400097.4542,373993.5168,15%-30% of MAC,243.9702391,20.34583081,380942.6855,387,5481.024152,37399,410,Turboprop,53.11331278
10365,Boeing 737-800,92220.37086,304872.8554,262068.4317,35%-45% of MAC,203.9141777,124.0161218,400041.4557,358,73723.81609,21517,541,Piston,14.06287682
10366,Bombardier Global 6000,167165.4748,400079.9068,277228.5648,35%-45% of MAC,886.8257206,110.8199388,480354.559,408,78749.42602,24680,552,Turbofan,58.88085773
10367,Airbus A320,212901.0751,305459.8473,300842.1087,20%-35% of MAC,400.3499735,109.6842156,338235.5023,75,15397.9674,36374,682,Turbofan,13.80747087
10368,Airbus A380,269471.1464,668125.9784,602182.2727,25%-35% of MAC,919.7283626,163.5955627,44130.03927,447,27810.43494,36058,495,Turboprop,92.45632256
10369,Boeing 777,56531.19,119744.381,96822.6352,15%-30% of MAC,509.6057178,81.58422134,351322.6679,455,33695.85608,45212,676,Turboprop,63.79252762
10370,Embraer E190,187047.7122,814329.7717,515814.8717,35%-45% of MAC,246.3333196,185.6613804,440181.3298,489,36568.17633,26598,595,Turboprop,93.15018553
10371,Embraer E190,194556.8663,201839.257,196171.1589,20%-40% of MAC,294.7324008,167.970763,428145.7594,187,32997.24819,57829,561,Turboprop,91.01209957
10372,Cessna 172,255540.3793,358554.3351,282007.9481,15%-30% of MAC,885.1600435,173.8437491,438235.1316,138,31307.02745,56388,402,Piston,82.03451275
10373,Boeing 737-800,279292.8557,568560.446,308124.0035,25%-35% of MAC,853.806231,177.8745864,341035.0336,174,32004.04693,55122,417,Piston,74.15256097
10374,Embraer E190,132142.1585,560843.117,243422.4194,20%-40% of MAC,304.1850516,116.112294,182493.2859,73,24750.98446,55005,538,Piston,88.6856172
10375,Airbus A320,296139.5012,768016.6845,426529.1364,25%-35% of MAC,567.2954455,108.5751043,29913.24562,206,96241.95671,34117,583,Piston,91.16521593
10376,Boeing 777,32032.14916,103015.5328,80121.36879,20%-35% of MAC,941.0915759,27.62255274,426204.6415,380,51451.2972,28715,493,Turboprop,54.88571634
10377,Cessna 172,43926.71088,70662.71237,69980.14827,20%-40% of MAC,913.5534894,74.604699,452439.0518,194,95932.61941,46249,648,Turboprop,46.33596348
10378,Airbus A320,285368.7558,740653.2707,439791.625,35%-45% of MAC,643.2658118,108.2191322,132741.8648,267,82143.48793,41362,557,Piston,28.25925578
10379,Beechcraft King Air 350,26876.16605,94119.52055,43177.38003,20%-35% of MAC,724.3350225,79.02002175,200387.0779,293,64588.65125,24903,617,Turbofan,16.01972069
10380,Embraer E190,42921.54277,144994.7846,137418.1564,25%-35% of MAC,695.9113129,72.25988964,54382.38675,480,2954.64807,49036,607,Turbofan,18.10942468
10381,Airbus A380,223191.3086,885970.5204,772890.184,35%-45% of MAC,747.7042488,110.140433,56717.90521,297,20340.99721,57728,438,Turbofan,12.24256077
10382,Beechcraft King Air 350,289051.5974,788711.5527,710246.6672,15%-30% of MAC,753.5134644,36.62179772,471001.1495,460,80177.08865,20616,519,Turboprop,93.74738029
10383,Boeing 737-800,101242.9498,190295.6075,157732.0105,15%-30% of MAC,710.9344088,93.93726774,19657.20169,477,61017.97986,58275,542,Turboprop,88.08444579
10384,Boeing 737-800,263006.9677,1265278.81,1081016.919,20%-35% of MAC,341.5374235,120.4631326,216607.254,250,35225.75701,40079,453,Piston,40.15076071
10385,Gulfstream G650,45393.93068,51980.61121,45588.31062,20%-35% of MAC,253.1557537,58.80315162,246891.2413,345,59968.08391,39127,592,Piston,71.45432492
10386,Cessna 172,283794.5348,975936.165,669976.518,20%-40% of MAC,995.1584105,131.4597663,215863.458,198,17553.54346,42460,574,Piston,39.56599233
10387,Airbus A380,290642.2731,1359392.87,1037371.308,25%-35% of MAC,840.3864097,65.56300028,250728.6546,468,39469.96044,40773,437,Piston,19.24826075
10388,Beechcraft King Air 350,50909.82401,239192.6257,87707.95167,20%-40% of MAC,212.4740107,105.5424981,218055.6488,298,59415.85993,44661,470,Turboprop,53.80323092
10389,Bombardier Global 6000,154477.6513,191471.1521,185402.5582,35%-45% of MAC,996.8771033,85.34544217,5160.448553,91,59320.17719,42906,520,Piston,50.02592414
10390,Airbus A320,162587.1515,245920.9038,203503.614,20%-40% of MAC,411.849473,79.61321642,252650.7598,483,35323.64533,44037,450,Turboprop,45.80032753
10391,Gulfstream G650,60557.08443,170473.4553,61271.16645,25%-35% of MAC,943.8058799,190.9863656,376389.1845,457,76170.43655,28283,470,Piston,56.18792867
10392,Boeing 777,97333.10751,305050.5691,270018.4403,20%-40% of MAC,787.6392666,54.05843099,362417.0915,478,75158.15874,48203,616,Turbofan,78.33503608
10393,Airbus A380,23364.32205,105500.8158,63968.07684,20%-40% of MAC,485.6967604,195.9013326,164255.8468,173,72772.60829,52307,478,Piston,87.12496402
10394,Gulfstream G650,94786.99013,412981.0221,286520.8215,20%-40% of MAC,730.9943021,78.48002232,22747.45854,275,48840.71003,23395,692,Piston,49.96439688
10395,Embraer E190,294973.7576,1461359.483,686272.3293,20%-40% of MAC,549.1709934,126.1614049,413722.6088,411,97502.28275,42641,494,Turboprop,24.14679684
10396,Beechcraft King Air 350,185468.3435,358304.9769,244954.2844,35%-45% of MAC,867.3676504,98.22014644,140794.5082,140,71110.21852,54761,417,Turboprop,38.38247968
10397,Cessna 172,198398.3624,408809.6071,314066.091,15%-30% of MAC,456.8944161,23.61811806,362653.8807,234,19698.14678,26239,662,Turbofan,65.84881763
10398,Beechcraft King Air 350,247103.7435,1235239.678,627914.9111,15%-30% of MAC,582.7447173,107.7008405,343826.4235,291,15156.34889,38069,657,Piston,96.60344609
10399,Airbus A380,196107.3805,308289.8082,254186.6091,20%-35% of MAC,563.6619657,146.5883736,2137.710716,221,90840.27932,33272,592,Piston,77.44257559
10400,Boeing 747-8,290458.7539,1127251.143,545318.3521,15%-30% of MAC,621.2182401,140.9216469,158798.344,380,47597.83072,26548,558,Turboprop,79.58747
10401,Boeing 747-8,85328.57594,154117.7252,105984.7984,25%-35% of MAC,644.987433,103.3937982,116522.0253,264,99919.91415,40884,407,Piston,20.65497046
10402,Boeing 747-8,131908.1306,443173.1383,407785.4946,20%-35% of MAC,710.061472,128.6588517,149358.8468,334,44954.80876,32155,573,Turboprop,35.96251489
10403,Cessna 172,293022.7884,606081.7471,566758.8524,20%-40% of MAC,376.3101965,57.91756658,230270.3785,102,26313.88156,58022,545,Piston,48.36876852
10404,Airbus A380,160096.4111,450444.4941,446384.8803,15%-30% of MAC,651.2951895,121.9732026,72663.66844,129,15586.55017,52593,486,Piston,65.48254776
10405,Boeing 737-800,299970.8644,749889.5686,687957.0954,35%-45% of MAC,993.4499159,134.7967658,46491.7096,62,63523.82934,34818,512,Turboprop,20.74547708
10406,Boeing 737-800,227719.0829,812885.2306,576251.2577,25%-35% of MAC,787.0610814,199.512155,250253.4368,110,93982.9014,43926,527,Piston,54.38330106
10407,Bombardier Global 6000,295052.2073,798546.2167,441713.6513,15%-30% of MAC,402.9523525,193.7425337,154188.4077,149,1420.862581,55232,423,Turbofan,45.81768587
10408,Cessna 172,146253.1537,274161.8321,165471.8543,35%-45% of MAC,695.3909162,25.97936768,15445.14582,110,63994.74525,35751,434,Turbofan,76.77734906
10409,Embraer E190,103341.1483,207936.608,205159.563,20%-40% of MAC,250.4521444,41.61272542,20304.69208,475,24182.60153,39931,560,Piston,40.79625797
10410,Beechcraft King Air 350,183491.7953,428718.9809,302733.5079,15%-30% of MAC,805.8088636,73.01887183,414335.1876,385,89932.72016,26079,536,Turbofan,22.5938945
10411,Boeing 747-8,285375.6747,870497.2719,819516.0621,20%-35% of MAC,413.7203234,121.3250991,471840.7998,278,93936.07477,21074,453,Turbofan,53.4096014
10412,Boeing 737-800,239929.4355,847240.2324,242890.499,20%-40% of MAC,956.7521963,71.90274221,237846.7742,352,27992.20528,44164,682,Turbofan,53.67572825
10413,Cessna 172,87423.53222,371749.2172,325199.4695,20%-40% of MAC,435.3288135,91.83496355,403461.5857,291,57443.38964,30907,497,Piston,94.09234249
10414,Beechcraft King Air 350,135867.0508,307653.4525,162816.29,20%-40% of MAC,330.9826534,116.4740524,474281.9519,342,90474.44261,23931,585,Piston,60.4792611
10415,Embraer E190,72355.34421,168956.8067,116690.1052,25%-35% of MAC,998.3489509,44.47105729,355342.0564,223,95163.90578,51803,667,Piston,22.50403991
10416,Bombardier Global 6000,27241.53787,134993.9331,110962.4168,20%-40% of MAC,316.2681501,182.4274718,96457.9849,391,59231.45682,33849,581,Piston,68.08754113
10417,Embraer E190,191575.9589,777249.0468,298612.6698,20%-40% of MAC,858.6399536,96.11961527,487046.5047,171,53519.38169,28874,592,Turbofan,36.38806455
10418,Cessna 172,149553.3715,289757.004,281391.5654,20%-40% of MAC,334.6475486,114.0860889,451636.9531,251,95250.03158,47120,538,Piston,98.31064703
10419,Airbus A320,299731.5262,1209599.132,732436.5203,25%-35% of MAC,650.6455839,109.7458274,54103.06433,404,41899.74947,42105,406,Piston,42.79825115
10420,Beechcraft King Air 350,267816.8579,1035201.418,953700.464,20%-40% of MAC,773.0876887,133.8936621,213651.0737,67,28802.1531,39078,678,Turbofan,79.19691141
10421,Airbus A380,27737.94159,55993.54665,47003.88221,25%-35% of MAC,930.7129089,97.95325899,376033.0564,75,84467.05495,30794,547,Turbofan,53.60096941
10422,Airbus A320,57383.69678,115428.6288,114179.2906,20%-40% of MAC,721.8307119,133.1101317,459693.36,127,80899.42246,34808,429,Turbofan,39.82918994
10423,Embraer E190,191081.8948,554797.3547,235881.9648,20%-40% of MAC,306.524101,166.7605362,278930.3381,108,98453.6741,38800,481,Piston,34.05927758
10424,Beechcraft King Air 350,1979.957194,9532.87883,3648.380875,20%-35% of MAC,970.2082314,118.8954429,79669.34152,451,36349.31103,51568,603,Piston,32.50099714
10425,Gulfstream G650,259342.416,366614.5343,345663.8276,25%-35% of MAC,533.4176956,56.90483828,129406.8896,167,7115.257038,22261,696,Turboprop,74.43240219
